customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score,plan_price_egp,plan_data_gb,plan_call_minutes,age_group,credit_score_group,registration_year,registration_month,plan_price,credit_category
VF-000602,Rami Magdy Hanafi,1081458772,26,Nasr City - El Mirghany,Postpaid 150,2022-04-27,0,679,150,25,500,26-35,Good (650-750),2022,4,150,Good
VF-000603,Mona Magdy Qasim,1080265183,56,Nasr City - Zone 1,Postpaid 250,2023-10-19,0,654,600,200,5000,50+,,2023,10,250,Good
VF-000604,Yasmin Mahmoud Zidan,1025819626,25,Unknown,Postpaid 250,2025-01-13,0,795,250,50,1000,18-25,Excellent (750+),2025,1,250,Excellent
VF-000605,Ghada Magdy Khalil,1010790690,20,Unknown,Student Plan,2023-09-03,0,531,80,20,200,18-25,Poor (<500),2023,9,80,Fair
VF-000606,Fatima Ibrahim Mansour,1030630696,49,Nasr City - Zone 7,Prepaid 100,2024-01-25,0,560,100,15,300,36-50,Fair (500-650),2024,1,100,Fair
VF-000607,Aya Farouk Ahmed,1068969458,52,Nasr City - Zone 8,Postpaid 250,2020-02-04,0,659,250,50,1000,50+,Good (650-750),2020,2,250,Good
VF-000608,Hussein Ahmed Ali,1036708243,43,Nasr City - El Zahraa,Student Plan,2024-06-07,0,312,80,20,200,36-50,Poor (<500),2024,6,80,Poor
VF-000609,Tarek Ramadan Badawi,1012839001,64,Nasr City - El Zahraa,Unlimited Premium,2023-03-19,0,788,800,-1,-1,50+,,2023,3,800,Excellent
VF-000610,Rami Fathi El-Sharkawi,1030467629,36,Nasr City - El Mirghany,Student Plan,2023-08-07,0,373,80,20,200,36-50,Poor (<500),2023,8,80,Poor
VF-000611,Rana Fathi Nasser,1089349010,68,Nasr City - Zone 2,Prepaid 50,2024-07-19,0,326,50,5,100,50+,Poor (<500),2024,7,50,Poor
VF-000612,Rami Mohamed Morsy,1051130478,30,Nasr City - Zone 2,Prepaid 200,2024-09-23,0,485,200,40,800,26-35,Poor (<500),2024,9,200,Poor
VF-000613,Hussein Ibrahim Gamal,1052928316,41,Nasr City - Zone 8,Prepaid 100,2025-09-27,0,492,100,15,300,36-50,Poor (<500),2025,9,100,Poor
VF-000614,Rami Mahmoud Gamal,1099784619,49,Nasr City - Zone 10,Prepaid 100,2022-11-28,0,665,100,15,300,36-50,Poor (<500),2022,11,100,Good
VF-000615,Mona Omar El-Sayed,1090776943,55,Nasr City - El Zahraa,Prepaid 50,2021-09-19,0,715,50,5,100,50+,Poor (<500),2021,9,50,Good
VF-000616,Ali Lotfy Morsy,1030625554,39,Nasr City - Zone 8,Prepaid 100,2026-01-31,0,573,100,15,300,36-50,Fair (500-650),2026,1,100,Fair
VF-000617,Aya Salah Awad,1080298247,63,Nasr City - Zone 2,Prepaid 200,2021-03-11,0,538,200,40,800,50+,Fair (500-650),2021,3,200,Fair
VF-000618,Amr Ahmed Ramadan,1078919151,62,Nasr City - Zone 7,Postpaid 150,2021-11-01,0,679,150,25,500,50+,Good (650-750),2021,11,150,Good
VF-000619,Rana Mahmoud Mahmoud,1078826270,28,Nasr City - Abbas El-Akkad,Postpaid 150,2022-08-08,0,687,150,25,500,26-35,Good (650-750),2022,8,150,Good
VF-000620,Mostafa Abdel Abdullah,1047279846,52,Nasr City - Zone 7,Postpaid 150,2024-05-12,0,647,150,25,500,50+,Fair (500-650),2024,5,150,Fair
VF-000621,Mohamed Nabil Awad,1083722452,56,Nasr City - Zone 10,Family Plan,2021-07-08,0,641,600,200,5000,50+,,2021,7,300,Fair
VF-000622,Essam Nabil Farouk,1082127089,64,Nasr City - Zone 8,Postpaid 400,2022-04-16,0,700,400,100,2000,50+,,2022,4,400,Good
VF-000623,Ghada Lotfy El-Sayed,1088069593,70,Nasr City - El Mirghany,Prepaid 100,2024-07-02,0,388,100,15,300,50+,Poor (<500),2024,7,100,Poor
VF-000624,Nader Ali Shahatah,1075836262,29,Nasr City - El Mirghany,Prepaid 50,2024-07-12,0,332,50,5,100,26-35,Poor (<500),2024,7,50,Poor
VF-000625,Ali Hassan Ibrahim,1023453152,45,Unknown,Prepaid 200,2020-05-20,0,779,600,200,5000,36-50,,2020,5,200,Excellent
VF-000626,Essam Mohamed El-Gazzar,1045924244,59,Nasr City - Zone 1,Postpaid 150,2026-03-04,0,739,150,25,500,50+,Good (650-750),2026,3,150,Good
VF-000627,Sara Abdallah Ali,1074277995,48,Nasr City - Abbas El-Akkad,Prepaid 50,2025-02-01,0,415,50,5,100,36-50,Poor (<500),2025,2,50,Poor
VF-000628,Bassam Sayed Hassan,1013221342,50,Nasr City - El Zahraa,Unlimited Premium,2023-05-20,0,838,600,200,5000,36-50,Excellent (750+),2023,5,800,Excellent
VF-000629,Nader Mahmoud Hassan,1054791783,32,Nasr City - Zone 2,Student Plan,2023-02-12,0,605,80,20,200,26-35,Poor (<500),2023,2,80,Fair
VF-000630,Eman Mahmoud Qasim,1056759534,45,Nasr City - Zone 3,Family Plan,2022-02-06,0,772,600,200,5000,36-50,Excellent (750+),2022,2,300,Excellent
VF-000631,Tamer Mohamed El-Banna,1074214057,27,Nasr City - Zone 3,Postpaid 150,2025-03-02,0,473,150,25,500,26-35,Poor (<500),2025,3,150,Poor
VF-000632,Mostafa Ramadan Zidan,1065558669,38,Nasr City - El Mirghany,Postpaid 250,2024-04-26,0,685,250,50,1000,36-50,Good (650-750),2024,4,250,Good
VF-000633,Rania Lotfy Shahatah,1066618508,52,Nasr City - Mostafa El-Nahas,Prepaid 100,2023-07-10,0,581,100,15,300,50+,Poor (<500),2023,7,100,Fair
VF-000634,Adel Mohamed Zidan,1056888632,53,Nasr City - El Mirghany,Student Plan,2021-07-19,0,588,80,20,200,50+,Poor (<500),2021,7,80,Fair
VF-000635,Mona Abdallah Khalil,1029203413,32,Nasr City - Zone 1,Unlimited Premium,2025-06-04,0,621,800,-1,-1,26-35,,2025,6,800,Fair
VF-000636,Nader Mahmoud Mahmoud,1011674728,27,Nasr City - Zone 10,Student Plan,2022-03-21,0,371,80,20,200,26-35,Poor (<500),2022,3,80,Poor
VF-000637,Amira Farouk Hanafi,1018053170,21,Nasr City - El Mirghany,Prepaid 100,2020-11-08,0,509,100,15,300,18-25,Poor (<500),2020,11,100,Fair
VF-000638,Rania Omar Helmy,1046484083,50,Nasr City - Zone 8,Unlimited Premium,2026-03-03,0,580,800,-1,-1,36-50,,2026,3,800,Fair
VF-000639,Karim Mahmoud Khalil,1072872428,65,Nasr City - Mostafa El-Nahas,Prepaid 100,2020-06-20,0,771,600,200,5000,50+,Excellent (750+),2020,6,100,Excellent
VF-000640,Rana Omar Hassan,1055026244,63,Nasr City - Zone 2,Postpaid 250,2021-07-15,0,745,250,50,1000,50+,Good (650-750),2021,7,250,Good
VF-000641,Bassam Abdallah Awad,1085805745,20,Nasr City - Zone 7,Postpaid 400,2025-11-06,0,514,400,100,2000,18-25,,2025,11,400,Fair
VF-000642,Reem Ramadan Badawi,1023070100,30,Nasr City - Zone 10,Postpaid 400,2023-05-12,0,565,400,100,2000,26-35,,2023,5,400,Fair
VF-000643,Amira Ahmed El-Sharkawi,1022521287,28,Nasr City - Zone 3,Postpaid 250,2024-09-25,0,819,250,50,1000,26-35,Excellent (750+),2024,9,250,Excellent
VF-000644,Doaa Hassan El-Masry,1062027391,36,Nasr City - Zone 10,Prepaid 100,2023-04-07,0,731,100,15,300,36-50,Poor (<500),2023,4,100,Good
VF-000645,Tamer Mohamed Ali,1071043277,67,Nasr City - Zone 8,Postpaid 150,2025-07-06,0,549,150,25,500,50+,Fair (500-650),2025,7,150,Fair
VF-000646,Ashraf Salah Gamal,1026638464,48,Nasr City - Zone 8,Postpaid 400,2022-11-04,1,846,400,100,2000,36-50,Excellent (750+),2022,11,400,Excellent
VF-000647,Sami Nabil Badawi,1077906443,57,Nasr City - Zone 10,Family Plan,2023-10-11,0,677,300,80,1500,50+,Good (650-750),2023,10,300,Good
VF-000648,Ashraf Lotfy Mahmoud,1063590510,27,Nasr City - Zone 2,Student Plan,2021-02-26,0,310,80,20,200,26-35,Poor (<500),2021,2,80,Poor
VF-000649,Mariam Ali Ahmed,1054120137,64,Nasr City - Zone 2,Prepaid 100,2025-08-18,0,339,100,15,300,50+,Poor (<500),2025,8,100,Poor
VF-000650,Nour Lotfy Ali,1090675244,48,Nasr City - Zone 3,Prepaid 200,2021-05-18,0,597,200,40,800,36-50,Fair (500-650),2021,5,200,Fair
VF-000651,Adel Mohamed El-Gazzar,1021219432,61,Nasr City - El Zahraa,Postpaid 150,2024-04-07,0,645,150,25,500,50+,Fair (500-650),2024,4,150,Fair
VF-000652,Ayman Omar Ahmed,1049849912,21,Nasr City - Zone 2,Postpaid 250,2024-02-01,0,667,250,50,1000,18-25,,2024,2,250,Good
VF-000653,Aya Ramadan Khalil,1099652407,18,Nasr City - Mostafa El-Nahas,Prepaid 50,2023-07-31,0,776,50,5,100,18-25,Poor (<500),2023,7,50,Excellent
VF-000654,Fatima Hassan Rida,1064544291,27,Nasr City - El Mirghany,Postpaid 400,2025-04-30,1,754,400,100,2000,26-35,Excellent (750+),2025,4,400,Excellent
VF-000655,Ahmed Abdallah Hanafi,1039009455,24,Nasr City - El Zahraa,Postpaid 250,2020-11-13,0,620,250,50,1000,18-25,Fair (500-650),2020,11,250,Fair
VF-000656,Hussein Sayed Badawi,1065573350,70,Nasr City - Zone 2,Postpaid 150,2023-03-14,0,464,600,200,5000,50+,,2023,3,150,Poor
VF-000657,Sami Farouk Zidan,1061212562,29,Nasr City - Mostafa El-Nahas,Prepaid 200,2025-03-01,0,579,200,40,800,26-35,Fair (500-650),2025,3,200,Fair
VF-000658,Ali Ibrahim Ibrahim,1093728466,59,Nasr City - Zone 1,Prepaid 50,2021-07-31,0,593,50,5,100,50+,Poor (<500),2021,7,50,Fair
VF-000659,Rana Abdel El-Gazzar,1073025187,47,Nasr City - Mostafa El-Nahas,Prepaid 50,2025-12-04,0,336,50,5,100,36-50,Poor (<500),2025,12,50,Poor
VF-000660,Fatima Nabil Ramadan,1045500464,23,Nasr City - Mostafa El-Nahas,Postpaid 400,2024-02-06,0,815,400,100,2000,18-25,Excellent (750+),2024,2,400,Excellent
VF-000661,Mohamed Mohamed Ali,1032872143,68,Nasr City - Zone 10,Student Plan,2023-01-02,0,422,80,20,200,50+,Poor (<500),2023,1,80,Poor
VF-000662,Tamer Farouk Ali,1079427754,58,Nasr City - El Zahraa,Postpaid 400,2025-06-02,0,832,400,100,2000,50+,Excellent (750+),2025,6,400,Excellent
VF-000663,Ghada Omar Khalil,1013441373,53,Unknown,Prepaid 100,2024-11-10,0,690,100,15,300,50+,Poor (<500),2024,11,100,Good
VF-000664,Amr Ramadan Mahmoud,1058066234,65,Nasr City - Zone 3,Postpaid 150,2024-01-27,0,642,150,25,500,50+,Fair (500-650),2024,1,150,Fair
VF-000665,Heba Ahmed Gamal,1023880694,23,Nasr City - Zone 3,Postpaid 250,2022-05-05,0,486,250,50,1000,18-25,,2022,5,250,Poor
VF-000666,Nader Nabil Khalil,1065531931,31,Nasr City - El Zahraa,Prepaid 200,2023-03-03,0,756,600,200,5000,26-35,Excellent (750+),2023,3,200,Excellent
VF-000667,Hana Mahmoud El-Sharkawi,1014221211,18,Nasr City - Zone 3,Prepaid 100,2025-08-30,0,624,100,15,300,18-25,Fair (500-650),2025,8,100,Fair
VF-000668,Mariam Abdallah Morsy,1030447536,19,Unknown,Prepaid 200,2023-07-01,0,558,200,40,800,18-25,Fair (500-650),2023,7,200,Fair
VF-000669,Hassan Omar Shahatah,1049503079,30,Nasr City - Zone 2,Prepaid 200,2020-07-27,0,586,200,40,800,26-35,Fair (500-650),2020,7,200,Fair
VF-000670,Ayman Omar Salamah,1037626276,24,Nasr City - Abbas El-Akkad,Student Plan,2024-04-03,0,316,80,20,200,18-25,Poor (<500),2024,4,80,Poor
VF-000671,Hossam Ramadan Mansour,1018625670,30,Nasr City - Abbas El-Akkad,Unlimited Premium,2022-07-04,0,828,800,-1,-1,26-35,Excellent (750+),2022,7,800,Excellent
VF-000672,Yasmin Mohamed Hassan,1019749620,18,Nasr City - Zone 10,Prepaid 100,2025-04-22,0,450,100,15,300,18-25,Poor (<500),2025,4,100,Poor
VF-000673,Rana Salah Helmy,1048066060,68,Nasr City - Zone 10,Prepaid 100,2022-09-10,0,758,100,15,300,50+,Poor (<500),2022,9,100,Excellent
VF-000674,Amr Farouk Qasim,1016665217,66,Nasr City - El Zahraa,Student Plan,2023-12-29,0,338,80,20,200,50+,Poor (<500),2023,12,80,Poor
VF-000675,Shimaa Ramadan Farouk,1087277029,54,Nasr City - Zone 1,Postpaid 150,2025-12-03,0,650,150,25,500,50+,Good (650-750),2025,12,150,Fair
VF-000676,Tarek Mohamed Ibrahim,1056415774,48,Nasr City - Zone 2,Prepaid 100,2022-01-01,0,392,100,15,300,36-50,Poor (<500),2022,1,100,Poor
VF-000677,Amira Ibrahim Khalil,1011395331,41,Nasr City - Abbas El-Akkad,Student Plan,2025-04-10,0,356,80,20,200,36-50,Poor (<500),2025,4,80,Poor
VF-000678,Rania Mohamed Nasser,1050841125,21,Nasr City - Zone 8,Prepaid 100,2022-11-05,0,499,100,15,300,18-25,Poor (<500),2022,11,100,Poor
VF-000679,Amr Salah Hassan,1065471370,26,Nasr City - Zone 10,Family Plan,2024-05-20,0,821,300,80,1500,26-35,Excellent (750+),2024,5,300,Excellent
VF-000680,Noha Fathi Farouk,1084962645,23,Nasr City - Zone 8,Student Plan,2021-07-12,0,731,80,20,200,18-25,Poor (<500),2021,7,80,Good
VF-000681,Nour Abdallah Mahmoud,1024030412,60,Nasr City - Zone 7,Student Plan,2023-06-10,0,331,80,20,200,50+,Poor (<500),2023,6,80,Poor
VF-000682,Ghada Hassan El-Banna,1061751100,50,Nasr City - Zone 2,Postpaid 400,2024-10-09,0,841,600,200,5000,36-50,Excellent (750+),2024,10,400,Excellent
VF-000683,Ayman Sayed El-Banna,1024790683,54,Unknown,Postpaid 250,2023-03-05,0,813,600,200,5000,50+,Excellent (750+),2023,3,250,Excellent
VF-000684,Mariam Lotfy Ibrahim,1067827496,40,Nasr City - El Zahraa,Postpaid 150,2021-08-24,0,477,150,25,500,36-50,Poor (<500),2021,8,150,Poor
VF-000685,Rana Sayed El-Sayed,1076252048,43,Nasr City - Zone 3,Postpaid 150,2023-02-02,0,570,150,25,500,36-50,Fair (500-650),2023,2,150,Fair
VF-000686,Amr Omar Farouk,1093244618,22,Nasr City - Mostafa El-Nahas,Prepaid 100,2024-07-24,0,358,100,15,300,18-25,Poor (<500),2024,7,100,Poor
VF-000687,Rana Mahmoud Ramadan,1010416997,31,Nasr City - Zone 10,Postpaid 250,2025-06-11,0,617,250,50,1000,26-35,Fair (500-650),2025,6,250,Fair
VF-000688,Mostafa Gamal Qasim,1029036590,22,Unknown,Postpaid 400,2026-04-09,0,829,400,100,2000,18-25,Excellent (750+),2026,4,400,Excellent
VF-000689,Ayman Mohamed Morsy,1043220287,40,Nasr City - El Mirghany,Postpaid 150,2020-10-24,0,541,150,25,500,36-50,Fair (500-650),2020,10,150,Fair
VF-000690,Hany Hassan El-Gazzar,1057081034,43,Nasr City - Zone 2,Prepaid 200,2025-06-14,0,516,200,40,800,36-50,Fair (500-650),2025,6,200,Fair
VF-000691,Nada Fathi Hassan,1039562206,35,Nasr City - Mostafa El-Nahas,Postpaid 400,2025-03-02,0,786,400,100,2000,26-35,,2025,3,400,Excellent
VF-000692,Rana Ali El-Sayed,1070299910,42,Nasr City - Zone 2,Postpaid 150,2020-09-04,0,675,150,25,500,36-50,Good (650-750),2020,9,150,Good
VF-000693,Heba Sayed El-Sayed,1092190565,20,Nasr City - Abbas El-Akkad,Prepaid 50,2026-01-23,0,440,50,5,100,18-25,Poor (<500),2026,1,50,Poor
VF-000694,Nader Hassan Rida,1099163564,61,Nasr City - Zone 3,Family Plan,2022-11-18,0,636,300,80,1500,50+,Fair (500-650),2022,11,300,Fair
VF-000695,Ahmed Fathi El-Sharkawi,1016697739,18,Nasr City - El Zahraa,Postpaid 400,2021-01-16,0,783,400,100,2000,18-25,Excellent (750+),2021,1,400,Excellent
VF-000696,Ali Omar Ali,1049030787,64,Nasr City - Zone 7,Postpaid 400,2024-12-07,0,842,400,100,2000,50+,Excellent (750+),2024,12,400,Excellent
VF-000697,Hassan Sayed Morsy,1053282519,37,Nasr City - Zone 3,Family Plan,2020-05-28,0,675,300,80,1500,36-50,Good (650-750),2020,5,300,Good
VF-000698,Sara Sayed Helmy,1068638761,58,Nasr City - El Mirghany,Prepaid 200,2023-09-27,0,463,200,40,800,50+,Poor (<500),2023,9,200,Poor
VF-000699,Salma Salah Mansour,1066494741,44,Nasr City - El Mirghany,Prepaid 50,2021-10-06,0,675,50,5,100,36-50,Poor (<500),2021,10,50,Good
VF-000700,Nour Ramadan Ali,1017294228,43,Nasr City - Zone 1,Postpaid 150,2023-07-01,0,522,150,25,500,36-50,Fair (500-650),2023,7,150,Fair
VF-000701,Noha Ahmed Hassan,1037523284,65,Nasr City - Abbas El-Akkad,Prepaid 50,2022-05-08,0,403,50,5,100,50+,Poor (<500),2022,5,50,Poor
VF-000702,Hussein Sayed Hanafi,1019011655,18,Nasr City - El Mirghany,Student Plan,2024-05-11,0,340,80,20,200,18-25,Poor (<500),2024,5,80,Poor
VF-000703,Yasmin Ahmed Hassan,1083379415,37,Nasr City - El Zahraa,Unlimited Premium,2025-10-02,0,774,800,-1,-1,36-50,Excellent (750+),2025,10,800,Excellent
VF-000704,Mostafa Hassan Khalil,1083374285,65,Nasr City - Zone 7,Family Plan,2020-10-26,0,719,300,80,1500,50+,Good (650-750),2020,10,300,Good
VF-000705,Yasmin Ramadan Nasser,1029886575,69,Nasr City - Zone 2,Postpaid 250,2023-02-08,0,769,600,200,5000,50+,Excellent (750+),2023,2,250,Excellent
VF-000706,Nour Nabil Ali,1058016078,47,Nasr City - El Mirghany,Postpaid 400,2025-07-03,0,486,400,100,2000,36-50,,2025,7,400,Poor
VF-000707,Sherif Hassan Zidan,1028795756,59,Nasr City - Abbas El-Akkad,Family Plan,2023-06-05,0,700,300,80,1500,50+,Good (650-750),2023,6,300,Good
VF-000708,Amira Mahmoud Helmy,1053496826,63,Nasr City - Mostafa El-Nahas,Prepaid 50,2023-08-03,0,459,50,5,100,50+,Poor (<500),2023,8,50,Poor
VF-000709,Ibrahim Ibrahim Qasim,1041758221,24,Nasr City - El Mirghany,Prepaid 200,2024-09-02,0,731,200,40,800,18-25,Good (650-750),2024,9,200,Good
VF-000710,Hossam Omar Hassan,1013953980,20,Nasr City - Zone 2,Prepaid 100,2024-01-23,0,624,100,15,300,18-25,Fair (500-650),2024,1,100,Fair
VF-000711,Youssef Omar Shahatah,1068258950,46,Nasr City - Zone 8,Postpaid 250,2022-11-28,0,719,250,50,1000,36-50,Good (650-750),2022,11,250,Good
VF-000712,Ahmed Hassan Mahmoud,1055729498,41,Nasr City - El Zahraa,Unlimited Premium,2022-09-11,0,805,800,-1,-1,36-50,Excellent (750+),2022,9,800,Excellent
VF-000713,Nada Nabil Zidan,1093949256,57,Nasr City - Mostafa El-Nahas,Prepaid 100,2026-03-15,1,507,100,15,300,50+,Fair (500-650),2026,3,100,Fair
VF-000714,Ahmed Lotfy El-Masry,1058037222,19,Nasr City - Zone 7,Prepaid 100,2024-06-07,0,473,100,15,300,18-25,Poor (<500),2024,6,100,Poor
VF-000715,Yasmin Ahmed Abdel-Aziz,1045306385,62,Nasr City - Zone 2,Postpaid 400,2022-04-10,0,539,400,100,2000,50+,,2022,4,400,Fair
VF-000716,Bassam Gamal El-Gazzar,1085679497,60,Nasr City - Zone 1,Student Plan,2025-05-25,0,587,80,20,200,50+,Poor (<500),2025,5,80,Fair
VF-000717,Bassam Fathi Ali,1040231877,35,Nasr City - Zone 1,Prepaid 100,2021-08-07,0,547,100,15,300,26-35,Fair (500-650),2021,8,100,Fair
VF-000718,Mohamed Abdallah Abdel-Aziz,1061959009,56,Nasr City - El Zahraa,Postpaid 150,2020-08-07,0,537,150,25,500,50+,Fair (500-650),2020,8,150,Fair
VF-000719,Aya Abdallah El-Masry,1011348841,45,Nasr City - Zone 1,Prepaid 50,2021-04-18,0,568,50,5,100,36-50,Poor (<500),2021,4,50,Fair
VF-000720,Adel Abdel Khalil,1047929390,21,Nasr City - Zone 2,Postpaid 150,2022-08-29,0,507,150,25,500,18-25,Fair (500-650),2022,8,150,Fair
VF-000721,Mariam Ali Ibrahim,1057910133,34,Nasr City - Mostafa El-Nahas,Postpaid 150,2025-11-25,0,693,150,25,500,26-35,Good (650-750),2025,11,150,Good
VF-000722,Majed Omar El-Masry,1065141186,62,Nasr City - Mostafa El-Nahas,Prepaid 50,2025-03-05,0,578,50,5,100,50+,Poor (<500),2025,3,50,Fair
VF-000723,Hussein Lotfy El-Sayed,1069093033,25,Nasr City - Zone 10,Postpaid 250,2020-05-12,0,588,250,50,1000,18-25,,2020,5,250,Fair
VF-000724,Reem Ali Abdullah,1061350116,35,Nasr City - Abbas El-Akkad,Prepaid 50,2020-06-07,0,698,50,5,100,26-35,Poor (<500),2020,6,50,Good
VF-000725,Nour Lotfy El-Gazzar,1045236547,40,Nasr City - Zone 1,Postpaid 400,2023-08-18,0,845,400,100,2000,36-50,Excellent (750+),2023,8,400,Excellent
VF-000726,Nour Ibrahim Abdel-Aziz,1086276344,42,Nasr City - Zone 8,Prepaid 100,2021-05-14,0,496,100,15,300,36-50,Poor (<500),2021,5,100,Poor
VF-000727,Hassan Omar Ibrahim,1015181637,33,Nasr City - Mostafa El-Nahas,Prepaid 100,2024-11-01,0,599,100,15,300,26-35,Fair (500-650),2024,11,100,Fair
VF-000728,Hussein Gamal Khalil,1011190605,34,Nasr City - Zone 3,Student Plan,2021-05-19,0,565,80,20,200,26-35,Poor (<500),2021,5,80,Fair
VF-000729,Hassan Lotfy El-Masry,1047063466,22,Nasr City - El Mirghany,Student Plan,2023-03-04,0,736,80,20,200,18-25,Good (650-750),2023,3,80,Good
VF-000730,Omar Ahmed Ahmed,1084277127,61,Nasr City - Mostafa El-Nahas,Prepaid 100,2022-02-09,0,422,100,15,300,50+,Poor (<500),2022,2,100,Poor
VF-000731,Rania Ahmed Morsy,1025191106,33,Nasr City - Zone 10,Prepaid 200,2021-08-24,0,554,200,40,800,26-35,Fair (500-650),2021,8,200,Fair
VF-000732,Reem Hassan Mahmoud,1097507034,38,Nasr City - Abbas El-Akkad,Unlimited Premium,2022-05-19,0,441,600,200,5000,36-50,,2022,5,800,Poor
VF-000733,Amr Mohamed Hassan,1078207069,56,Nasr City - Zone 7,Postpaid 250,2025-03-25,0,701,250,50,1000,50+,Good (650-750),2025,3,250,Good
VF-000734,Karim Ali Ibrahim,1066113763,32,Nasr City - Abbas El-Akkad,Postpaid 150,2023-01-15,0,641,150,25,500,26-35,Fair (500-650),2023,1,150,Fair
VF-000735,Noha Omar El-Sayed,1058582114,54,Nasr City - Zone 8,Student Plan,2021-01-31,0,370,80,20,200,50+,Poor (<500),2021,1,80,Poor
VF-000736,Aya Ali Zidan,1091231063,53,Nasr City - Mostafa El-Nahas,Postpaid 250,2022-03-11,0,657,250,50,1000,50+,Good (650-750),2022,3,250,Good
VF-000737,Hany Farouk Qasim,1055844991,55,Nasr City - Zone 3,Student Plan,2025-10-05,0,757,600,200,5000,50+,Excellent (750+),2025,10,80,Excellent
VF-000738,Mostafa Salah Mahmoud,1073063577,28,Nasr City - Zone 2,Postpaid 150,2024-11-06,0,735,150,25,500,26-35,Good (650-750),2024,11,150,Good
VF-000739,Majed Magdy Salamah,1042404844,45,Nasr City - Zone 10,Postpaid 150,2023-01-09,0,687,150,25,500,36-50,Good (650-750),2023,1,150,Good
VF-000740,Ali Nabil Rida,1028066449,44,Nasr City - El Mirghany,Family Plan,2025-09-13,0,730,300,80,1500,36-50,Good (650-750),2025,9,300,Good
VF-000741,Amr Nabil Qasim,1078272154,59,Nasr City - El Mirghany,Postpaid 150,2024-06-17,0,507,150,25,500,50+,Fair (500-650),2024,6,150,Fair
VF-000742,Reem Gamal Salamah,1038277083,38,Nasr City - Zone 3,Postpaid 400,2025-08-09,0,769,400,100,2000,36-50,Excellent (750+),2025,8,400,Excellent
VF-000743,Heba Fathi Rida,1024243111,32,Nasr City - Zone 3,Unlimited Premium,2025-03-28,0,408,800,-1,-1,26-35,,2025,3,800,Poor
VF-000744,Hossam Ahmed Abdel-Aziz,1013459771,52,Nasr City - Zone 7,Postpaid 400,2023-08-03,0,782,400,100,2000,50+,Excellent (750+),2023,8,400,Excellent
VF-000745,Reem Ibrahim Nasser,1021658665,63,Nasr City - Zone 2,Postpaid 150,2023-01-07,1,545,150,25,500,50+,Fair (500-650),2023,1,150,Fair
VF-000746,Wael Ali El-Masry,1078832771,28,Nasr City - Mostafa El-Nahas,Prepaid 200,2024-07-01,0,517,200,40,800,26-35,Fair (500-650),2024,7,200,Fair
VF-000747,Rana Lotfy Qasim,1060493924,58,Nasr City - Zone 1,Prepaid 100,2024-11-16,0,670,100,15,300,50+,Poor (<500),2024,11,100,Good
VF-000748,Reem Hassan El-Sayed,1019027654,58,Nasr City - Zone 2,Student Plan,2026-01-06,0,633,80,20,200,50+,Poor (<500),2026,1,80,Fair
VF-000749,Sherif Nabil Shahatah,1099654194,51,Nasr City - Zone 3,Postpaid 400,2020-04-09,0,812,400,100,2000,50+,Excellent (750+),2020,4,400,Excellent
VF-000750,Hany Sayed Mansour,1033648417,46,Nasr City - Zone 10,Prepaid 200,2021-10-28,0,497,200,40,800,36-50,Poor (<500),2021,10,200,Poor
VF-000751,Amira Farouk Qasim,1064895832,33,Nasr City - Zone 1,Prepaid 100,2024-02-06,0,555,100,15,300,26-35,Fair (500-650),2024,2,100,Fair
VF-000752,Heba Ahmed Gamal,1051407598,49,Nasr City - Zone 7,Postpaid 400,2022-09-05,0,773,400,100,2000,36-50,Excellent (750+),2022,9,400,Excellent
VF-000753,Dina Lotfy Mahmoud,1054733168,64,Nasr City - Zone 1,Family Plan,2025-01-06,0,746,300,80,1500,50+,Good (650-750),2025,1,300,Good
VF-000754,Mostafa Lotfy Salamah,1054493460,63,Unknown,Postpaid 400,2025-06-01,0,837,600,200,5000,50+,Excellent (750+),2025,6,400,Excellent
VF-000755,Majed Ramadan Ramadan,1040870780,49,Nasr City - Zone 1,Student Plan,2024-02-05,0,411,80,20,200,36-50,Poor (<500),2024,2,80,Poor
VF-000756,Dina Omar El-Banna,1065751363,23,Nasr City - Zone 2,Prepaid 200,2023-03-02,0,705,200,40,800,18-25,Good (650-750),2023,3,200,Good
VF-000757,Noha Farouk Badawi,1023378718,65,Nasr City - Zone 1,Postpaid 150,2021-10-01,0,521,150,25,500,50+,Fair (500-650),2021,10,150,Fair
VF-000758,Amira Sayed Nasser,1076710893,52,Nasr City - Mostafa El-Nahas,Prepaid 100,2023-11-10,0,494,100,15,300,50+,Poor (<500),2023,11,100,Poor
VF-000759,Karim Abdel Rida,1054618734,41,Nasr City - El Mirghany,Family Plan,2023-09-10,0,650,300,80,1500,36-50,Fair (500-650),2023,9,300,Fair
VF-000760,Ali Hassan Salamah,1017909847,57,Nasr City - El Mirghany,Postpaid 250,2025-04-17,1,732,250,50,1000,50+,Good (650-750),2025,4,250,Good
VF-000761,Fatima Omar Nasser,1097511116,31,Nasr City - Mostafa El-Nahas,Prepaid 100,2022-11-11,0,549,100,15,300,26-35,Fair (500-650),2022,11,100,Fair
VF-000762,Rami Ali Salamah,1032306580,26,Nasr City - Zone 1,Family Plan,2023-03-01,0,723,300,80,1500,26-35,Good (650-750),2023,3,300,Good
