customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score
VF-000787,Ibrahim Abdallah Mansour,1060232033,23,Nasr City - Zone 7,POSTPAID 100,1/30/2022,0,588.7
VF-000788,Doaa Abdel El-Gazzar,1027921592,24,Nasr City - El Zahraa,Prepaid Plus,2/20/2024,0,734.1
VF-000789,Walid Fathi Qasim,1033912234,65,Nasr City - Abbas El-Akkad,Prepaid Basic,9/4/2024,0,819.9
VF-000790,Sherif Abdel Ali,1022462163,49,Nasr City - Zone 7,Prepaid Basic,9/26/2024,0,411.4
VF-000791,Hassan Farouk Ahmed,1021091816,28,Nasr City - El Zahraa,Postpaid Business,4/29/2025,0,525.4
VF-000792,Amr Magdy Salamah,1099952040,61,Nasr City - El Mirghany,Prepaid Basic,3/13/2023,0,657.7
VF-000793,Nada Nabil El-Gazzar,1034003439,48,Nasr City - Zone 10,Postpaid Business,11/16/2023,1,278.2
VF-000794,Rana Magdy Khalil,1015347831,57,Nasr City - El Mirghany,Postpaid 200,8/25/2025,0,525.3
VF-000795,Reem Mohamed Abdel-Aziz,1069964474,35,Nasr City - Zone 3,Postpaid 100,12/3/2023,0,491.9
VF-000796,Mostafa Ali Abdel-Aziz,1046869104,24,Nasr City - Zone 3,Prepaid Plus,5/16/2022,0,545.4
VF-000797,Nour Ali El-Masry,1095606010,41,Nasr City - Zone 1,Prepaid Plus,7/4/2022,0,883.8
VF-000798,Salma Ramadan Mahmoud,1035721973,29,Nasr City - Zone 8,Prepaid Basic,6/29/2023,0,875.6
VF-000799,Walid Fathi El-Sayed,1047158689,66,Nasr City - El Zahraa,,1/22/2022,0,744.8
VF-000800,Mohamed Farouk Qasim,1095209019,26,Nasr City - Zone 8,Postpaid 100,4/30/2023,0,619.4
VF-000801,Shimaa Farouk Awad,1084847472,56,Nasr City - Zone 10,Postpaid100,9/28/2023,0,532.9
VF-000802,Ayman Ramadan Gamal,1085339864,43,Nasr City - Zone 1,Postpaid Business,6/25/2025,0,642
VF-000803,Doaa Mohamed Ali,1067919082,57,Nasr City - Abbas El-Akkad,Prepaid Plus,6/3/2022,0,446.1
VF-000804,Rania Hassan Salamah,1024848878,56,Nasr City - Zone 2,Prepaid Basic,9/14/2023,0,352.8
VF-000805,Aya Abdallah Mansour,1099152055,56,Nasr City - Zone 8,Postpaid 100,11/20/2023,0,641.2
VF-000806,Amira Salah El-Sharkawi,1010447935,70,Nasr City - El Mirghany,Prepaid Plus,12/4/2024,0,480
VF-000807,Salma Farouk El-Sayed,1093204293,,Nasr City - Zone 1,Postpaid Business,8/30/2024,0,297
VF-000808,Amr Fathi Qasim,1097793969,23,Nasr City - Zone 10,Prepaid Basic,7/20/2022,0,818.5
VF-000809,Mostafa Fathi Nasser,1014145953,30,Nasr City - Zone 10,Prepaid Plus,4/11/2024,0,245.4
VF-000810,Nada Ibrahim Ramadan,1019374071,56,Nasr City - Zone 10,prepaid basic,7/19/2024,0,523.5
VF-000811,Heba Lotfy Hassan,1074532898,63,Nasr City - Abbas El-Akkad,Postpaid Business,11/30/2021,0,216.6
VF-000812,Nada Salah Mansour,1087821046,68,Nasr City - Zone 2,Prepaid Basic,2/7/2025,0,792.9
VF-000813,Rana Omar Hassan,1042846895,39,Nasr City - Zone 2,Postpaid 200,12/11/2021,0,544.1
VF-000814,Eman Ahmed El-Gazzar,1059774794,26,Nasr City - Zone 3,Postpaid Business,4/21/2024,0,218.2
VF-000815,Reem Hassan Hanafi,1061570031,69,Nasr City - Zone 3,,7/7/2022,0,404.6
VF-000816,Nada Magdy Salamah,1088803982,48,Nasr City - Abbas El-Akkad,Prepaid Plus,12/29/2023,0,650.7
VF-000817,Hana Fathi Salamah,1040106377,18,Nasr City - Zone 2,Postpaid 100,8/29/2024,0,416.5
VF-000818,Essam Magdy Farouk,1094074257,65,Nasr City - Zone 7,Postpaid 100,3/13/2022,0,223
VF-000819,Tamer Ahmed Rida,1034519519,54,Nasr City - Mostafa El-Nahas,Prepaid Plus,7/19/2024,0,379.3
VF-000820,Rania Omar Ibrahim,1018169177,65,Nasr City - Zone 7,Prepaid Basic,3/6/2025,0,565.8
VF-000821,Tarek Ali El-Sayed,1023405117,48,Nasr City - Zone 2,Postpaid 200,6/15/2025,0,533.2
VF-000822,Wael Salah El-Gazzar,1071237433,59,Nasr City - Zone 7,Postpaid Business,5/12/2022,0,630.1
VF-000823,Nada Sayed Awad,1085331621,37,Nasr City - Zone 8,,7/11/2024,0,438.8
VF-000824,Amira Mahmoud Ahmed,1069485073,22,Nasr City - El Zahraa,Postpaid 100,5/23/2025,0,847.7
VF-000825,Nada Sayed El-Masry,1091809287,67,Nasr City - Mostafa El-Nahas,Postpaid 200,5/6/2025,0,679.3
VF-000826,Hossam Mahmoud El-Masry,1046155999,51,Nasr City - El Mirghany,Postpaid Business,8/2/2023,0,745.8
VF-000827,Noha Salah El-Sharkawi,1064234848,45,Nasr City - Abbas El-Akkad,Postpaid 200,8/1/2023,0,204
VF-000828,Youssef Omar El-Sharkawi,1053712718,41,Nasr City - Zone 1,Postpaid 100,7/11/2023,1,753.6
VF-000829,Ibrahim Mahmoud El-Masry,1016174008,64,Nasr City - El Mirghany,Postpaid Business,4/15/2023,0,866.4
VF-000830,Nour Ibrahim Abdullah,1048149420,58,Nasr City - Zone 10,Postpaid 100,11/27/2022,0,458.6
VF-000831,Adel Hassan Helmy,1042913766,37,Nasr City - Abbas El-Akkad,Prepaid Plus,10/9/2022,0,261.6
VF-000832,Hany Ali El-Banna,1038831688,68,Nasr City - Zone 10,Postpaid 100,6/3/2023,0,723.1
VF-000833,Eman Mohamed Ali,1016446622,25,Nasr City - El Zahraa,Postpaid 200,9/13/2023,0,764.2
VF-000834,Rania Fathi El-Sharkawi,1084932501,54,Nasr City - Zone 10,Prepaid Basic,7/1/2025,0,595.7
VF-000835,Hany Ali El-Gazzar,1030428651,61,Nasr City - El Zahraa,Postpaid 100,4/24/2023,0,515.9
VF-000836,Fatima Ramadan Helmy,1040229850,36,Nasr City - Zone 1,Postpaid Business,9/26/2023,0,213.2
VF-000837,Hany Nabil Nasser,1034372157,54,Nasr City - Zone 3,Prepaid Plus,2/2/2025,0,344.3
VF-000838,Tarek Gamal Farouk,1046383465,60,,Prepaid Plus,3/22/2024,1,314.3
VF-000839,Essam Ramadan Mahmoud,1063576791,46,Nasr City - Zone 7,Postpaid 200,8/24/2025,0,512.8
VF-000840,Mostafa Abdallah Hassan,1038229673,49,Nasr City - Abbas El-Akkad,Postpaid 100,2/23/2024,1,490.6
VF-000841,Karim Farouk Salamah,1068270476,24,Nasr City - Zone 10,Postpaid 100,3/8/2024,0,785.6
VF-000842,Fatima Omar Hanafi,1033804639,59,Nasr City - Zone 10,Prepaid Basic,2/17/2025,0,793.2
VF-000843,Adel Sayed Zidan,1079605270,57,Nasr City - El Zahraa,Prepaid Plus,7/28/2023,0,320.7
VF-000844,Mohamed Fathi El-Sayed,1013822276,37,Nasr City - El Zahraa,Postpaid 100,6/7/2024,0,635.3
VF-000845,Bassam Ramadan El-Gazzar,1056797212,56,Nasr City - Mostafa El-Nahas,Prepaid Plus,1/13/2025,0,270.1
VF-000846,Dina Mohamed El-Sharkawi,1082475706,48,Nasr City - El Mirghany,Postpaid 100,3/15/2025,0,426
VF-000847,Khaled Abdel Badawi,1022722389,26,Nasr City - Zone 3,Prepaid Plus,3/23/2022,0,257.5
VF-000848,Noha Salah Qasim,1045799340,55,Nasr City - Mostafa El-Nahas,Postpaid Business,9/7/2022,0,891.4
VF-000849,Wael Ramadan Awad,1014578708,21,,Prepaid Plus,11/3/2025,0,300.1
VF-000850,Sherif Ramadan Rida,1025813415,31,Nasr City - El Mirghany,Postpaid Business,6/12/2024,0,582.1
VF-000851,Amira Lotfy Rida,1059046143,60,Nasr City - Zone 2,Postpaid 100,1/4/2023,0,384
VF-000852,Bassam Sayed Ali,1021135674,40,Nasr City - Zone 8,Postpaid 200,6/23/2023,0,587.3
VF-000853,Essam Abdel El-Gazzar,1030370384,19,Nasr City - Zone 7,Postpaid 100,12/22/2022,0,620.7
VF-000854,Walid Mahmoud Hassan,1030407950,61,Nasr City - Zone 3,Postpaid Business,8/26/2024,0,790.3
VF-000855,Reem Ramadan Badawi,1050264407,44,Nasr City - El Mirghany,Postpaid100,2/12/2024,0,295.3
VF-000856,Ahmed Farouk Ali,1031400078,27,Nasr City - El Mirghany,Prepaid Plus,7/24/2024,0,473.9
VF-000857,Dina Ramadan Hassan,1046972997,-1,Nasr City - Abbas El-Akkad,Prepaid Plus,10/7/2024,0,510.4
VF-000858,Ayman Salah El-Sharkawi,1019449294,70,Nasr City - Zone 2,Postpaid Business,7/2/2022,0,518.1
VF-000859,Mariam Salah Mansour,1023831159,55,Nasr City - Zone 3,Postpaid 200,4/15/2024,0,357.2
VF-000860,Salma Farouk Abdullah,1095934970,58,Nasr City - Zone 2,Postpaid 100,5/17/2024,0,833.3
VF-000861,Mona Fathi Farouk,1075479724,55,Nasr City - El Zahraa,Postpaid 100,5/4/2025,0,898.1
VF-000862,Amr Ibrahim Helmy,1091041439,24,Nasr City - Zone 2,Prepaid Plus,11/25/2023,0,606.1
VF-000863,Karim Farouk Qasim,1054152565,19,Nasr City - Zone 7,Postpaid Business,11/27/2024,0,216.9
VF-000864,Aya Abdel Gamal,1095202397,46,Nasr City - Zone 1,Postpaid 100,5/9/2023,0,689.4
VF-000865,Aya Mahmoud El-Banna,1040544052,49,Nasr City - Zone 2,Postpaid 100,12/13/2023,0,631.5
VF-000866,Hany Ramadan El-Sayed,1058514771,34,Nasr City - El Mirghany,Postpaid 100,1/12/2024,0,764.1
VF-000867,Rania Lotfy Ahmed,1090258091,43,Nasr City - Abbas El-Akkad,Prepaid Basic,10/22/2024,0,265.4
VF-000868,Karim Ibrahim El-Banna,1053464571,65,Nasr City - Zone 8,Postpaid Business,9/22/2022,0,879.5
VF-000869,Mona Abdel Farouk,1042706202,32,Nasr City - El Mirghany,Prepaid Plus,2/8/2025,0,208.7
VF-000870,Rami Mahmoud El-Banna,1061956191,51,Nasr City - Abbas El-Akkad,Postpaid 200,5/28/2022,0,602.8
VF-000871,Tarek Lotfy Zidan,1082246104,22,Nasr City - Zone 3,Postpaid 100,12/25/2021,0,372.8
VF-000872,Tamer Abdel Hanafi,1017140578,40,Nasr City - Mostafa El-Nahas,Prepaid Plus,4/25/2023,1,388.4
VF-000873,Rania Ahmed Zidan,1047056223,48,Nasr City - Zone 3,Prepaid Basic,2/5/2022,0,448.1
VF-000874,Karim Abdallah Qasim,1054363421,46,Nasr City - Zone 8,Postpaid Business,1/5/2022,0,672.3
VF-000875,Fatima Ahmed Nasser,1019531256,66,Nasr City - Zone 10,Postpaid Business,4/1/2025,0,742.2
VF-000876,Essam Mahmoud Mahmoud,1064164273,59,Nasr City - El Mirghany,Prepaid Basic,1/23/2024,0,262.4
VF-000877,Hana Ibrahim El-Sharkawi,1034772080,40,Nasr City - Zone 3,Postpaid 200,7/4/2024,0,549.8
VF-000878,Majed Omar Mahmoud,1022816494,56,,Postpaid Business,8/3/2025,0,677.9
VF-000879,Sara Mahmoud El-Sayed,1056338397,58,Nasr City - Abbas El-Akkad,Postpaid 200,11/25/2024,0,574.6
VF-000880,Majed Hassan Khalil,1082154087,70,Nasr City - El Mirghany,Prepaid Basic,6/7/2022,0,227.1
VF-000881,Amr Magdy Ahmed,1092301184,24,Nasr City - El Mirghany,Prepaid Plus,7/16/2022,0,308.7
VF-000882,Ayman Lotfy Ibrahim,1075869786,39,Nasr City - Zone 7,Postpaid 100,2/16/2025,0,367.6
VF-000883,Adel Magdy Ibrahim,1081393856,60,Nasr City - Zone 10,Postpaid Business,10/6/2022,0,602.6
VF-000884,Ghada Farouk Salamah,1024001392,45,Nasr City - El Zahraa,Prepaid Basic,3/4/2023,0,216.7
VF-000885,Majed Ahmed El-Sayed,1096024494,23,Nasr City - Zone 8,Postpaid Business,9/20/2022,0,580
VF-000886,Essam Farouk Hanafi,1016002311,50,Nasr City - Mostafa El-Nahas,Prepaid Plus,1/26/2023,0,459.6
VF-000887,Nader Abdallah Helmy,1037652856,58,Nasr City - Abbas El-Akkad,Prepaid Basic,9/1/2025,0,845.5
VF-000888,Hana Ramadan Khalil,1090363084,32,Nasr City - Zone 10,Postpaid 200,9/2/2025,0,309.2
VF-000889,Rana Omar Mansour,1035433791,62,Nasr City - Zone 1,Postpaid 200,8/8/2023,0,464
VF-000890,Dina Abdel Ibrahim,1075570300,58,Nasr City - Zone 2,Prepaid Basic,1/11/2025,0,831.6
VF-000891,Reem Lotfy El-Sharkawi,1063003418,36,Nasr City - Abbas El-Akkad,Postpaid 100,4/24/2025,0,732.7
VF-000892,Nader Fathi Hassan,1019046325,25,Nasr City - Zone 7,Prepaid Basic,9/30/2023,0,329.1
VF-000893,Hany Abdallah Hanafi,1055814884,38,Nasr City - Zone 1,Postpaid Business,11/3/2025,0,864
VF-000894,Dina Sayed Badawi,1098316904,22,Nasr City - Zone 7,Prepaid Plus,5/28/2022,0,336
VF-000895,Khaled Lotfy El-Masry,1012343684,21,Nasr City - Zone 2,Prepaid Basic,8/16/2023,0,562.6
VF-000896,Mohamed Ramadan Mahmoud,1040134305,54,,Postpaid 200,9/28/2022,0,283.7
VF-000897,Reem Ramadan Rida,1095456101,65,Nasr City - Zone 7,Postpaid 200,6/27/2022,0,375
VF-000898,Karim Omar Ahmed,1071731037,41,Nasr City - Zone 1,Postpaid 200,3/28/2024,0,300.8
VF-000899,Karim Farouk Mansour,1055338927,47,Nasr City - El Mirghany,Postpaid 200,9/29/2023,1,524.5
VF-000900,Adel Nabil Rida,1062724691,53,Nasr City - El Zahraa,Postpaid 100,4/24/2022,0,414.8
VF-000901,Nour Abdallah El-Sayed,1079457789,39,Nasr City - Mostafa El-Nahas,Prepaid Plus,3/23/2022,0,469
VF-000902,Sherif Ramadan Helmy,1042977091,68,Nasr City - Zone 7,Prepaid Plus,8/13/2023,0,421.5
VF-000903,Ayman Ibrahim Ramadan,1017080348,22,Nasr City - Zone 2,Prepaid Basic,11/15/2025,0,844.1
VF-000904,Sara Nabil Morsy,1033517361,38,Nasr City - Abbas El-Akkad,Postpaid 200,4/5/2023,0,437
VF-000905,Hana Lotfy Abdel-Aziz,1043472531,58,Nasr City - El Mirghany,Postpaid 100,1/19/2022,0,793.6
VF-000906,Amira Ramadan Shahatah,1058638387,28,Nasr City - Zone 1,Postpaid Business,1/23/2022,0,891.4
VF-000907,Noha Ali Zidan,1062830211,22,Nasr City - Zone 3,Prepaid Plus,6/3/2022,0,410.1
VF-000908,Sara Nabil Morsy,1066067933,69,Nasr City - El Mirghany,Prepaid Basic,6/8/2022,0,823.7
VF-000909,Nader Gamal Ahmed,1068109521,21,Nasr City - Zone 7,Postpaid 100,6/12/2024,0,514.3
VF-000910,Khaled Mohamed Hanafi,1073098568,54,Nasr City - Zone 1,Postpaid 100,10/15/2023,0,339.7
VF-000911,Salma Gamal Ali,1045792181,40,Nasr City - Zone 8,Postpaid Business,11/2/2024,0,542.2
VF-000912,Mohamed Hassan Ramadan,1018718672,,Nasr City - Zone 2,,7/3/2025,0,324
VF-000913,Eman Ali Ali,1026371663,55,Nasr City - El Mirghany,Postpaid 100,3/12/2022,1,274.1
VF-000914,Mohamed Farouk Ramadan,1061928966,61,Nasr City - Zone 7,Prepaid Plus,8/22/2025,1,701.9
VF-000915,Nader Sayed Hanafi,1010847369,61,Nasr City - Abbas El-Akkad,Prepaid Basic,6/10/2023,0,329.4
VF-000916,Ashraf Ali El-Sayed,1089498261,29,Nasr City - Zone 10,Prepaid Plus,1/4/2025,0,476.3
VF-000917,Majed Mohamed Awad,1018426588,61,Nasr City - Zone 8,Postpaid 100,1/6/2025,0,245.3
VF-000918,Fatima Ali El-Masry,1086396882,55,Nasr City - Zone 10,Postpaid Business,2/13/2022,0,871.5
VF-000919,Noha Lotfy Hanafi,1057364760,30,Nasr City - Zone 7,Postpaid Business,12/18/2024,0,229.9
VF-000920,Doaa Hassan Ali,1052509908,65,Nasr City - El Zahraa,Postpaid 200,10/13/2025,0,811.4
VF-000921,Khaled Mahmoud El-Sayed,1055273682,24,Nasr City - Zone 1,Postpaid 200,4/10/2023,0,304.9
VF-000922,Nader Fathi Mansour,1024228623,45,Nasr City - Zone 3,Postpaid 200,3/10/2022,0,241.8
VF-000923,Rami Fathi Mahmoud,1093011005,37,Nasr City - Zone 3,Postpaid 100,5/21/2022,0,417.4
VF-000924,Walid Fathi Ibrahim,1053781905,19,Nasr City - El Mirghany,Postpaid 100,8/1/2023,0,372.3
VF-000925,Rania Gamal Helmy,1094917104,68,Nasr City - Zone 10,Prepaid Plus,3/17/2025,0,875.8
VF-000926,Fatima Gamal Badawi,1081032794,24,Nasr City - El Zahraa,Prepaid Plus,6/4/2022,0,425.2
VF-000927,Tamer Omar Nasser,1094969193,27,Nasr City - Zone 10,Postpaid100,4/7/2023,0,372.6
VF-000928,Eman Lotfy El-Sayed,1018128621,70,Nasr City - Zone 7,Postpaid Business,7/12/2022,0,284.3
VF-000929,Hussein Omar El-Sayed,1066562468,27,Nasr City - Zone 8,Prepaid Basic,10/4/2025,0,656.1
VF-000930,Noha Ibrahim Gamal,1048220213,47,Nasr City - Zone 8,Prepaid Plus,12/17/2021,0,624.6
VF-000931,Dina Gamal Khalil,1096748718,64,Nasr City - El Zahraa,Postpaid Business,10/11/2025,0,640.2
VF-000932,Majed Ahmed Hanafi,1028778595,63,Nasr City - Zone 3,Postpaid 200,7/25/2025,0,848.9
VF-000933,Sara Farouk El-Masry,1080421269,66,Nasr City - Zone 2,Postpaid 200,9/4/2023,0,581.6
VF-000934,Omar Omar Farouk,1040268764,33,Nasr City - Zone 1,Postpaid Business,10/14/2025,0,236.7
VF-000935,Noha Ramadan El-Gazzar,1076065625,58,Nasr City - El Zahraa,PostPaid 200,1/23/2023,0,735.9
VF-000936,Walid Ali Helmy,1081971570,41,Nasr City - Mostafa El-Nahas,postpaid business,9/11/2023,0,348.9
VF-000937,Noha Abdallah El-Masry,1013867816,34,Nasr City - El Zahraa,Prepaid Basic,4/10/2022,0,399.8
VF-000938,Mariam Abdallah El-Sayed,1089625763,66,Nasr City - Abbas El-Akkad,Postpaid 100,1/20/2022,0,671.9
VF-000939,Rana Magdy Mahmoud,1037696190,37,Nasr City - Zone 1,Prepaid Plus,11/27/2024,1,802.3
VF-000940,Amira Lotfy Morsy,1010036337,36,Nasr City - Zone 7,Prepaid Basic,6/19/2022,0,275.1
VF-000941,Shimaa Mahmoud Hassan,1066796333,21,Nasr City - Zone 10,Prepaid Plus,4/20/2022,0,333.5
VF-000942,Hussein Hassan Gamal,1014075870,47,Nasr City - Zone 7,Prepaid Basic,5/9/2022,0,721
VF-000943,Heba Mohamed Nasser,1018745327,54,Nasr City - El Mirghany,Prepaid Basic,1/16/2022,0,307.3
VF-000944,Amr Ahmed Qasim,1045874310,22,Nasr City - Zone 8,Postpaid100,3/27/2023,0,341.9
VF-000945,Adel Farouk Abdel-Aziz,1016347764,62,Nasr City - El Mirghany,Prepaid Plus,11/28/2021,0,793.9
VF-000946,Rania Lotfy Ali,1059943747,38,Nasr City - Zone 10,Postpaid 200,12/11/2024,0,606.1
VF-000947,Aya Farouk Ibrahim,1096632730,56,Nasr City - Zone 8,Prepaid Plus,1/21/2024,0,847.3
VF-000948,Hossam Gamal Abdel-Aziz,1037623724,58,Nasr City - Zone 3,Postpaid Business,2/20/2025,0,884.1
VF-000949,Amr Mohamed Gamal,1054949481,53,Nasr City - Zone 3,Prepaid Plus,2/1/2022,0,696.8
VF-000950,Mona Nabil Hanafi,1030897858,44,,Prepaid Plus,5/1/2022,0,650.7
VF-000951,Nader Hassan Ibrahim,1038084257,62,,Prepaid Plus,8/24/2023,0,412
VF-000952,Essam Ali Ibrahim,1098796442,34,Nasr City - El Mirghany,Prepaid Basic,7/22/2023,0,861.4
VF-000953,Ghada Ahmed Qasim,1044330502,49,Nasr City - Zone 1,Postpaid 200,2/17/2024,0,446
VF-000954,Amira Mohamed Salamah,1022354586,20,Nasr City - El Mirghany,Prepaid Basic,4/5/2023,0,376.5
VF-000955,Hossam Fathi Abdullah,1039065567,38,Nasr City - Zone 8,Postpaid Business,12/22/2021,0,798.2
VF-000956,Sara Magdy Ahmed,1081895460,47,Nasr City - Zone 8,Postpaid Business,9/30/2023,0,760.9
VF-000957,Hana Ahmed El-Sharkawi,1020310693,56,Nasr City - Zone 10,Postpaid 200,10/16/2026,0,680.8
VF-000958,Nour Sayed Ahmed,1069682115,32,Nasr City - Zone 10,Postpaid Business,2/26/2023,0,360.1
VF-000959,Sami Fathi Zidan,1059430818,68,Nasr City - El Zahraa,Prepaid Basic,12/13/2021,0,567.6
VF-000960,Ali Omar Qasim,1028458598,40,Nasr City - El Mirghany,Postpaid 200,1/29/2023,0,843.5
VF-000961,Rania Omar Shahatah,1015335928,,Nasr City - Zone 3,Postpaid Business,8/9/2023,0,281.1
VF-000962,Omar Magdy Qasim,1028396122,35,Nasr City - Abbas El-Akkad,Postpaid Business,11/14/2025,0,412.3
VF-000963,Omar Mahmoud Salamah,1078433310,53,Nasr City - Mostafa El-Nahas,Prepaid Basic,2/6/2025,0,667
VF-000964,Ghada Nabil Farouk,1015759135,70,Nasr City - Zone 8,Postpaid 200,8/2/2025,0,726.7
VF-000965,Wael Hassan Shahatah,1095274489,57,Nasr City - Mostafa El-Nahas,Postpaid 200,4/19/2022,0,810.3
VF-000966,Bassam Ali Nasser,1047692831,67,Nasr City - Zone 3,Prepaid Basic,11/7/2023,0,394.2
VF-000967,Amira Magdy Shahatah,1098719102,42,Nasr City - Abbas El-Akkad,Postpaid Business,2/4/2022,0,623.6
VF-000968,Hassan Omar Gamal,1053508602,36,Nasr City - Abbas El-Akkad,Postpaid Business,8/23/2024,0,419.1
VF-000969,Heba Omar Morsy,1049596283,45,Nasr City - Zone 7,Postpaid Business,2/20/2025,0,761.6
VF-000970,Omar Sayed Awad,1034572290,33,Nasr City - Zone 7,Postpaid Business,5/15/2022,0,781.3
VF-000971,Rania Gamal Ali,1060541298,34,Nasr City - Abbas El-Akkad,Prepaid Basic,5/19/2026,0,287.1
VF-000972,Nada Farouk El-Sayed,1089896025,35,Nasr City - Zone 1,Postpaid 200,5/26/2022,0,887.2
VF-000973,Ahmed Ali Gamal,1022870221,24,Nasr City - Mostafa El-Nahas,,6/1/2024,0,289.2
VF-000974,Eman Omar El-Sharkawi,1086586930,,Nasr City - Zone 7,Prepaid Plus,9/7/2024,0,632.8
VF-000975,Mostafa Ramadan El-Sayed,1092427437,52,Nasr City - Abbas El-Akkad,Prepaid Basic,1/8/2025,0,263.8
VF-000976,Eman Mahmoud Ahmed,1051405395,32,Nasr City - Zone 8,Prepaid Basic,11/26/2025,0,367.1
VF-000977,Doaa Salah Ali,1046470084,65,Nasr City - El Zahraa,Postpaid Business,10/16/2023,0,216.1
VF-000978,Doaa Abdallah Zidan,1032599802,27,Nasr City - Zone 2,Postpaid Business,1/1/2022,0,678.3
VF-000979,Karim Fathi Mahmoud,1070699404,,Nasr City - Abbas El-Akkad,Prepaid Plus,4/21/2022,0,688.3
VF-000980,Salma Ali Mansour,1044877696,34,Nasr City - Zone 10,Prepaid Plus,5/30/2024,0,456.6
VF-000981,Karim Nabil Abdullah,1022398601,66,Nasr City - Zone 7,Prepaid Basic,12/15/2021,0,841.1
VF-000982,Adel Farouk Gamal,1018962912,29,Nasr City - Zone 7,Postpaid 200,3/4/2024,0,316.6
VF-000983,Hussein Lotfy Shahatah,1036224131,45,Nasr City - Zone 3,Prepaid Plus,10/28/2025,0,765.4
VF-000984,Rania Nabil Hanafi,1011173934,29,Nasr City - Zone 3,Postpaid Business,11/15/2024,0,372
VF-000985,Dina Mahmoud Abdullah,1059283521,48,Nasr City - Zone 3,Prepaid Plus,7/25/2024,0,803.2
VF-000986,Ali Ramadan Ali,1063018273,18,Nasr City - Zone 8,Postpaid 200,12/15/2022,0,759.2
VF-000987,Heba Magdy Mansour,1037768710,28,Nasr City - Mostafa El-Nahas,Postpaid 200,3/19/2025,0,763.4
VF-000988,Aya Mohamed El-Masry,1095691801,49,Nasr City - Zone 7,Prepaid Basic,9/17/2024,0,504.9
VF-000989,Mona Hassan Mahmoud,1072438718,32,Nasr City - El Mirghany,Postpaid 100,3/12/2023,0,479.5
VF-000990,Hussein Nabil Abdullah,1020485555,40,Nasr City - El Mirghany,Postpaid 200,4/4/2022,0,810.5
VF-000991,Sara Nabil El-Masry,1023596622,30,,Postpaid Business,12/28/2024,0,207.7
VF-000992,Sami Ramadan El-Masry,1048242277,69,Nasr City - Abbas El-Akkad,Postpaid 200,12/23/2023,0,635.2
VF-000993,Ayman Lotfy Hanafi,1030579604,65,Nasr City - Abbas El-Akkad,Postpaid Business,7/18/2025,0,899.1
VF-000994,Hany Abdallah Ibrahim,1015907381,57,Nasr City - El Zahraa,Postpaid 100,9/17/2023,0,354.2
VF-000995,Rami Lotfy Helmy,1015027929,34,Nasr City - Zone 7,Prepaid Basic,7/20/2025,0,314.4
VF-000996,Mariam Ali Qasim,1044639362,47,Nasr City - Zone 10,Postpaid Business,11/1/2023,0,795.4
VF-000997,Ayman Magdy Qasim,1068233497,35,Nasr City - Abbas El-Akkad,Prepaid Plus,8/26/2024,0,770.5
VF-000998,Heba Ibrahim Khalil,1043385051,27,Nasr City - Mostafa El-Nahas,Prepaid Plus,9/10/2024,0,816.5
VF-000999,Shimaa Gamal El-Sharkawi,1098970561,23,Nasr City - Zone 7,Prepaid Plus,6/5/2022,0,536.8
VF-001000,Fatima Gamal Zidan,1076016435,25,Nasr City - Zone 8,Prepaid Plus,3/12/2023,0,815.4
VF-001001,Tarek Mahmoud Morsy,1021047495,999,Nasr City - Abbas El-Akkad,Postpaid 200,6/16/2025,0,270.5
VF-001002,Ahmed Mohamed Shahatah,1059226631,29,Nasr City - Zone 1,Prepaid Plus,4/15/2024,0,888.6
VF-001003,Noha Ibrahim Abdullah,1035803109,55,Nasr City - Zone 2,Prepaid Basic,6/23/2022,0,200.1
VF-001004,Essam Sayed Ali,1079107561,22,Nasr City - El Mirghany,Postpaid Business,6/18/2024,0,310.2
VF-001005,Doaa Nabil Badawi,1041557954,37,Nasr City - Zone 8,Postpaid 200,7/30/2023,0,764.9
VF-001006,Ali Ahmed Helmy,1019857239,25,Nasr City - Zone 3,Prepaid Basic,5/28/2023,0,288.3
VF-001007,Rana Fathi Awad,1018865799,20,Nasr City - Zone 10,Prepaid Plus,9/24/2023,0,334
VF-001008,Noha Salah Ali,1086043568,70,Nasr City - Zone 10,Postpaid 200,3/25/2022,0,420.4
VF-001009,Dina Ahmed Ali,1037146258,33,Nasr City - Mostafa El-Nahas,Postpaid Business,2/22/2023,0,869.9
VF-001010,Noha Mohamed Hassan,1098404605,48,Nasr City - Mostafa El-Nahas,Prepaid Plus,9/26/2024,0,303.5
VF-001011,Rami Ahmed Rida,1071261852,64,Nasr City - Abbas El-Akkad,Postpaid Business,4/17/2024,0,577.2
VF-001012,Doaa Abdel El-Masry,1097517299,55,Nasr City - Zone 7,,6/8/2024,0,410.2
VF-001013,Ahmed Abdel Khalil,1020214735,46,Nasr City - Zone 7,Postpaid 200,11/28/2025,0,501
VF-001014,Eman Ahmed Shahatah,1025552030,55,Nasr City - Zone 7,Postpaid Business,3/19/2022,0,586.7
VF-001015,Ayman Farouk Ibrahim,1044654107,39,Nasr City - Zone 7,Postpaid 200,10/21/2025,0,269.6
VF-001016,Mariam Sayed El-Sharkawi,1026299519,0,Nasr City - Mostafa El-Nahas,Prepaid Basic,6/29/2025,0,888
